time,id,storage
1685691132438604,SUB11,0
1685691132438680,SUB12,0
1685691132438751,SUB13,0
1685691133441436,SUB3,0
1685691133441476,SUB8,0
1685691133441494,SUB11,0
1685691133441512,SUB12,0
1685691133441527,SUB13,0
1685691134446113,SUB4,0
1685691134446331,SUB9,0
1685691134446533,SUB11,0
1685691134446782,SUB12,0
1685691134446944,SUB13,0
1685691135450820,SUB5,0
1685691135451121,SUB10,0
1685691135451339,SUB11,0
1685691135451568,SUB12,0
1685691135451807,SUB13,0
1685691137458383,SUB11,0
1685691137458501,SUB12,0
1685691137458613,SUB13,0
1685691138461146,SUB2,0
1685691138461200,SUB7,0
1685691138461235,SUB11,0
1685691138461252,SUB12,0
1685691138461268,SUB13,0
1685691139464839,SUB3,0
1685691139465030,SUB8,0
1685691139465193,SUB11,0
1685691139465281,SUB12,0
1685691139465366,SUB13,0
1685691140468278,SUB4,0
1685691140468332,SUB9,0
1685691140468361,SUB11,0
1685691140468390,SUB12,0
1685691140468420,SUB13,0
1685691141473559,SUB5,0
1685691141473823,SUB10,0
1685691141474078,SUB11,0
1685691141474340,SUB12,0
1685691141474554,SUB13,0
1685691143480958,SUB11,0
1685691143481013,SUB12,0
1685691143481029,SUB13,0
1685691144484092,SUB2,0
1685691144484151,SUB7,0
1685691144484172,SUB11,0
1685691144484195,SUB12,0
1685691144484210,SUB13,0
1685691145487643,SUB3,0
1685691145487790,SUB8,0
1685691145487940,SUB11,0
1685691145488075,SUB12,0
1685691145488207,SUB13,0
1685691146491189,SUB4,0
1685691146491257,SUB9,0
1685691146491285,SUB11,0
1685691146491313,SUB12,0
1685691146491339,SUB13,0
1685691147497087,SUB5,0
1685691147497289,SUB10,0
1685691147497486,SUB11,0
1685691147497696,SUB12,0
1685691147497881,SUB13,0
1685691149504366,SUB11,0
1685691149504465,SUB12,0
1685691149504479,SUB13,0
1685691150507542,SUB2,0
1685691150507576,SUB7,0
1685691150507600,SUB11,0
1685691150507615,SUB12,0
1685691150507638,SUB13,0
1685691151510538,SUB3,0
1685691151510610,SUB8,0
1685691151510629,SUB11,0
1685691151510648,SUB12,0
1685691151510672,SUB13,0
1685691152515490,SUB4,0
1685691152515688,SUB9,0
1685691152515869,SUB11,0
1685691152516021,SUB12,0
1685691152516257,SUB13,0
1685691153519865,SUB5,0
1685691153520154,SUB10,0
1685691153520356,SUB11,0
1685691153520587,SUB12,0
1685691153520820,SUB13,0
1685691155527400,SUB11,0
1685691155527418,SUB12,0
1685691155527441,SUB13,0
1685691156530940,SUB2,0
1685691156531092,SUB7,0
1685691156531216,SUB11,0
1685691156531319,SUB12,0
1685691156531472,SUB13,0
1685691157534146,SUB3,0
1685691157534282,SUB8,0
1685691157534407,SUB11,0
1685691157534498,SUB12,0
1685691157534630,SUB13,0
1685691158537540,SUB4,0
1685691158537624,SUB9,0
1685691158537653,SUB11,0
1685691158537680,SUB12,0
1685691158537707,SUB13,0
1685691159542639,SUB5,0
1685691159542912,SUB10,0
1685691159543134,SUB11,0
1685691159543358,SUB12,0
1685691159543562,SUB13,0
1685691161550200,SUB11,0
1685691161550274,SUB12,0
1685691161550290,SUB13,0
1685691162553233,SUB2,0
1685691162553261,SUB7,0
1685691162553277,SUB11,0
1685691162553292,SUB12,0
1685691162553305,SUB13,0
1685691163556904,SUB3,0
1685691163557112,SUB8,0
1685691163557231,SUB11,0
1685691163557314,SUB12,0
