1686204966338967 1686204966434447 1686204966436079 1686204966600750 0 100 0
1686204968291030 1686204969171582 1686204969176625 1686204969885246 0 100000 0
1686204970327949 1686204970423300 1686204970424820 1686204970617340 0 100 0
1686204972345330 1686204973135661 1686204973140219 1686204973875916 0 100000 0
1686204974327502 1686204974422991 1686204974424369 1686204974575250 0 100 0
1686204976342371 1686204977153870 1686204977159644 1686204977897538 0 100000 0
1686204978382278 1686204978477839 1686204978480694 1686204978649817 0 100 0
1686204980397834 1686204981021824 1686204981028573 1686204981726956 0 100000 0
1686204982344591 1686204982439998 1686204982443483 1686204982595855 0 100 0
1686204984366851 1686204985075584 1686204985082449 1686204985743846 0 100000 0
1686204986311632 1686204986407152 1686204986410750 1686204986593693 0 100 0
1686204988345393 1686204989011859 1686204989018938 1686204989706425 0 100000 0
1686204990363414 1686204990458647 1686204990462280 1686204990606254 0 100 0
1686204992348228 1686204992974353 1686204992980667 1686204993716317 0 100000 0
1686204994414471 1686204994509701 1686204994512922 1686204994669665 0 100 0
1686204996351442 1686204997071751 1686204997078128 1686204997817133 0 100000 0
1686204998398634 1686204998493847 1686204998496970 1686204998656609 0 100 0
1686205000362762 1686205001006061 1686205001013412 1686205001694177 0 100000 0
1686205002329768 1686205002424940 1686205002427754 1686205002591189 0 100 0
1686205004378165 1686205005107592 1686205005114008 1686205009569754 0 100000 0
1686205006331892 1686205006427343 1686205006430158 1686205009657878 0 100 0
1686205008427962 1686205009074989 1686205009081982 1686205014977666 0 100000 0
1686205010420426 1686205010515616 1686205010518571 1686205014977837 0 100 0
1686205012435669 1686205013336391 1686205013342104 1686205018264134 0 100000 0
1686205014383073 1686205014478392 1686205014481398 1686205018264318 0 100 0
1686205016435389 1686205017375841 1686205017383134 1686205020672268 0 100000 0
1686205018434646 1686205018530019 1686205018532666 1686205020672441 0 100 0
1686205020415586 1686205021094095 1686205021100986 1686205022718166 0 100000 0
1686205022420944 1686205022516198 1686205022519512 1686205022718339 0 100 0
1686205024375146 1686205025010731 1686205025016941 1686205025236587 0 100000 0
1686205026417072 1686205026512546 1686205026515628 1686205029298606 0 100 0
1686205028397007 1686205029123958 1686205029130470 1686205029362208 0 100000 0
1686205030368517 1686205030464197 1686205030467140 1686205033269981 0 100 0
1686205032353707 1686205033087605 1686205033094625 1686205034126261 0 100000 0
1686205034376413 1686205034471573 1686205034476166 1686205036248739 0 100 0
1686205036411327 1686205037123765 1686205037130465 1686205037348158 0 100000 0
1686205038395079 1686205038490661 1686205038494037 1686205041290019 0 100 0
1686205040353254 1686205041224201 1686205041230945 1686205041526903 0 100000 0
1686205042370100 1686205042465264 1686205042468564 1686205042611518 0 100 0
1686205044410215 1686205045012230 1686205045020297 1686205045228510 0 100000 0
1686205046416443 1686205046511689 1686205046515017 1686205046678351 0 100 0
1686205048370426 1686205049051993 1686205049058612 1686205049271852 0 100000 0
1686205050473860 1686205050569371 1686205050573449 1686205050778481 0 100 0
1686205052437044 1686205052999707 1686205053006660 1686205053271640 0 100000 0
1686205054434140 1686205054529707 1686205054532691 1686205054675301 0 100 0
1686205056417696 1686205056995702 1686205057002381 1686205057691469 0 100000 0
1686205058431668 1686205058527480 1686205058530451 1686205058715288 0 100 0
1686205060444814 1686205061326353 1686205061333268 1686205062060917 0 100000 0
1686205062429877 1686205062525348 1686205062528168 1686205062726549 0 100 0
1686205064419353 1686205065020707 1686205065027645 1686205065693280 0 100000 0
1686205066429804 1686205066525062 1686205066528695 1686205066686318 0 100 0
1686205068421949 1686205069064193 1686205069070234 1686205069821549 0 100000 0
1686205070466576 1686205070561720 1686205070565068 1686205070725721 0 100 0
1686205072447762 1686205073157721 1686205073165043 1686205073931410 0 100000 0
1686205074452221 1686205074547827 1686205074550960 1686205075599962 0 100 0
1686205076480816 1686205077139189 1686205077145677 1686205082693568 0 100000 0
1686205078413285 1686205078508575 1686205078511721 1686205082693740 0 100 0
1686205080492641 1686205081096744 1686205081102987 1686205082694002 0 100000 0
1686205082379756 1686205082475305 1686205082478450 1686205086546030 0 100 0
1686205084494587 1686205085172403 1686205085178545 1686205088147793 0 100000 0
1686205086488112 1686205086583607 1686205086586668 1686205088147967 0 100 0
1686205088455265 1686205089133532 1686205089139989 1686205092454218 0 100000 0
1686205090506809 1686205090602461 1686205090605678 1686205092454389 0 100 0
1686205092393868 1686205093157309 1686205093162802 1686205097824198 0 100000 0
1686205094503358 1686205094598968 1686205094602144 1686205097824379 0 100 0
1686205096511839 1686205097378214 1686205097384500 1686205100316084 0 100000 0
1686205098492485 1686205098587982 1686205098590969 1686205100316271 0 100 0
1686205100411727 1686205101034472 1686205101040091 1686205103678518 0 100000 0
1686205102351221 1686205102446761 1686205102449675 1686205103678692 0 100 0
1686205104437350 1686205105132385 1686205105139691 1686205107810100 0 100000 0
1686205106466244 1686205106561583 1686205106565000 1686205107810279 0 100 0
1686205108361085 1686205108917718 1686205108924605 1686205112774319 0 100000 0
1686205110483993 1686205110579584 1686205110582941 1686205112774470 0 100 0
1686205112416109 1686205113045415 1686205113052383 1686205113291344 0 100000 0
1686205114458729 1686205114554364 1686205114557281 1686205114717784 0 100 0
1686205116401365 1686205117043356 1686205117049772 1686205121219049 0 100000 0
1686205118451177 1686205118548997 1686205118552118 1686205121241026 0 100 0
1686205120465884 1686205121054440 1686205121061464 1686205122227771 0 100000 0
1686205122422853 1686205122518649 1686205122521500 1686205122671736 0 100 0
1686205124408960 1686205125003568 1686205125009059 1686205126081128 0 100000 0
1686205126504718 1686205126600065 1686205126603347 1686205126790600 0 100 0
1686205128510564 1686205129155657 1686205129162361 1686205130139523 0 100000 0
1686205130422774 1686205130518478 1686205130521802 1686205130692872 0 100 0
1686205132512764 1686205133187233 1686205133194057 1686205137139480 0 100000 0
1686205134476576 1686205134572020 1686205134574976 1686205137139659 0 100 0
1686205136479701 1686205137439319 1686205137445838 1686205140694990 0 100000 0
1686205138519644 1686205138615242 1686205138618682 1686205140695176 0 100 0
1686205140461107 1686205141036419 1686205141042778 1686205143955829 0 100000 0
1686205142416711 1686205142512365 1686205142515602 1686205143955997 0 100 0
1686205144475826 1686205145137323 1686205145144431 1686205145361205 0 100000 0
1686205146475495 1686205146571152 1686205146574411 1686205149285158 0 100 0
1686205148499790 1686205149117172 1686205149123508 1686205149580993 0 100000 0
1686205150479360 1686205150574854 1686205150577859 1686205152005714 0 100 0
1686205152521475 1686205153475393 1686205153482697 1686205161463386 0 100000 0
1686205154418706 1686205154514274 1686205154517113 1686205161463553 0 100 0
1686205156508294 1686205157074636 1686205157081388 1686205162372238 0 100000 0
1686205158442751 1686205158538003 1686205158541166 1686205162372417 0 100 0
1686205160416419 1686205161089261 1686205161095476 1686205163174056 0 100000 0
1686205162450984 1686205162546340 1686205162549487 1686205163174228 0 100 0
1686205164428224 1686205165099757 1686205165106736 1686205165777962 0 100000 0
1686207985677521 1686207985770484 1686207985776495 1686207985900957 0 100 0
1686207987711979 1686207988331722 1686207988340817 1686207989290747 0 100000 0
1686207989677674 1686207989770845 1686207989772530 1686207989918314 0 100 0
1686207991702359 1686207992302725 1686207992313624 1686207993713360 0 100000 0
1686207993720744 1686207993814014 1686207993821639 1686207993984884 0 100 0
1686207995720258 1686207996410625 1686207996421136 1686207997366875 0 100000 0
1686207997746850 1686207997840124 1686207997847076 1686207998020720 0 100 0
1686207999726403 1686208000376063 1686208000387965 1686208001330963 0 100000 0
1686208001755499 1686208001849255 1686208001856219 1686208002044192 0 100 0
1686208003744216 1686208004396699 1686208004406844 1686208005446886 0 100000 0
1686208005780219 1686208005873736 1686208005880709 1686208006526079 0 100 0
1686208007723962 1686208008334608 1686208008345167 1686208010413551 0 100000 0
1686208009765102 1686208009858439 1686208009865228 1686208010413720 0 100 0
1686208011746701 1686208012400542 1686208012411560 1686208014154497 0 100000 0
1686208013671488 1686208013764833 1686208013772479 1686208014154648 0 100 0
1686208015721163 1686208016329558 1686208016338795 1686208017624485 0 100000 0
1686208017721385 1686208017814431 1686208017821039 1686208018000334 0 100 0
1686208019708992 1686208020343459 1686208020353259 1686208021258536 0 100000 0
1686208021744095 1686208021837514 1686208021843843 1686208022009967 0 100 0
1686208023716995 1686208024357672 1686208024367907 1686208025240578 0 100000 0
1686208025688162 1686208025781297 1686208025787738 1686208025916164 0 100 0
1686208027718393 1686208028336955 1686208028347093 1686208030126918 0 100000 0
1686208029726046 1686208029819192 1686208029825821 1686208030391428 0 100 0
1686208031731009 1686208032330957 1686208032341523 1686208033842542 0 100000 0
1686208033737552 1686208033831390 1686208033838214 1686208036082417 0 100 0
1686208035721040 1686208036331554 1686208036342033 1686208037911109 0 100000 0
1686208037676456 1686208037769697 1686208037777046 1686208037911320 0 100 0
1686208039707806 1686208040297654 1686208040309511 1686208041983896 0 100000 0
1686208041763959 1686208041857587 1686208041865261 1686208044220348 0 100 0
1686208043773765 1686208044377227 1686208044387661 1686208044781248 0 100000 0
1686208045686741 1686208045780798 1686208045787178 1686208045924103 0 100 0
1686208047742656 1686208048441257 1686208048451309 1686208048888641 0 100000 0
1686208049795342 1686208049888991 1686208049896339 1686208050100271 0 100 0
1686208051740843 1686208052323656 1686208052334314 1686208052985668 0 100000 0
1686208053799469 1686208053893145 1686208053900429 1686208054055596 0 100 0
1686208055764245 1686208056343883 1686208056355564 1686208056969932 0 100000 0
1686208057716912 1686208057810598 1686208057817674 1686208057974625 0 100 0
1686208059773323 1686208060422643 1686208060433220 1686208062905278 0 100000 0
