1686639342521156 1686639342620918 1686639342621619 1686639342729594 0 100 0
1686639344546234 1686639345257155 1686639345258109 1686639345832857 0 100000 0
1686639346525032 1686639346625336 1686639346626445 1686639346731857 0 100 0
1686639348608562 1686639349423267 1686639349427646 1686639350268391 0 100000 0
1686639350621040 1686639350720728 1686639350723449 1686639350849306 0 100 0
1686639352562679 1686639353314511 1686639353319461 1686639354078357 0 100000 0
1686639354558922 1686639354658734 1686639354661821 1686639354799114 0 100 0
1686639356534525 1686639357233766 1686639357238381 1686639358043734 0 100000 0
1686639358530827 1686639358630938 1686639358634063 1686639358738638 0 100 0
1686639360531333 1686639361270048 1686639361274821 1686639362110880 0 100000 0
1686639362532036 1686639362631945 1686639362632906 1686639362745989 0 100 0
1686639364533363 1686639365234095 1686639365238129 1686639365981557 0 100000 0
1686639366533819 1686639366633838 1686639366634545 1686639366766674 0 100 0
1686639368575283 1686639369299228 1686639369302271 1686639370633415 0 100000 0
1686639370546940 1686639370646929 1686639370647205 1686639372011212 0 100 0
1686639372545499 1686639373243259 1686639373246851 1686639374571826 0 100000 0
1686639374548899 1686639374648703 1686639374649024 1686639375261680 0 100 0
1686639376540645 1686639377235248 1686639377239895 1686639378576044 0 100000 0
1686639378539725 1686639378639949 1686639378640789 1686639379757736 0 100 0
1686639380543554 1686639381244196 1686639381245848 1686639382566956 0 100000 0
1686639382546048 1686639382645833 1686639382646677 1686639383435976 0 100 0
1686639384544222 1686639385239778 1686639385242337 1686639388153983 0 100000 0
1686639386543742 1686639386643594 1686639386643982 1686639388154216 0 100 0
1686639388544142 1686639389240630 1686639389244673 1686639393324349 0 100000 0
1686639390551977 1686639390652533 1686639390653188 1686639393324533 0 100 0
1686639392550704 1686639393247627 1686639393248325 1686639395744077 0 100000 0
1686639394551357 1686639394651441 1686639394652157 1686639395946978 0 100 0
1686639396550533 1686639397259102 1686639397261164 1686639398575162 0 100000 0
1686639398551469 1686639398651204 1686639398654530 1686639399276047 0 100 0
1686639400556806 1686639401256550 1686639401260321 1686639410700836 0 100000 0
1686639402554997 1686639402655339 1686639402655977 1686639410701027 0 100 0
1686639404561331 1686639405278739 1686639405280561 1686639411100634 0 100000 0
1686639406560847 1686639406660834 1686639406661492 1686639411100834 0 100 0
1686639408563227 1686639409285591 1686639409287619 1686639411103118 0 100000 0
1686639410565411 1686639410665618 1686639410666145 1686639411667391 0 100 0
1686639412562918 1686639413263535 1686639413268402 1686639414585839 0 100000 0
1686639414563025 1686639414662918 1686639414664134 1686639415786996 0 100 0
1686639416567375 1686639417272796 1686639417274140 1686639418585089 0 100000 0
1686639418569149 1686639418669288 1686639418669518 1686639419821093 0 100 0
1686639420568144 1686639421270129 1686639421272224 1686639422596163 0 100000 0
1686639422582587 1686639422682665 1686639422682912 1686639423437144 0 100 0
1686639424571166 1686639425268110 1686639425269047 1686639429080323 0 100000 0
1686639426569361 1686639426669304 1686639426669713 1686639429080532 0 100 0
1686639428574701 1686639429281768 1686639429282494 1686639429993305 0 100000 0
1686639430580634 1686639430680427 1686639430681241 1686639430785258 0 100 0
1686639432576185 1686639433276402 1686639433277203 1686639433987111 0 100000 0
1686639434578311 1686639434678158 1686639434678986 1686639434783005 0 100 0
1686639436576044 1686639437273064 1686639437274831 1686639437980376 0 100000 0
1686639438576278 1686639438676546 1686639438677307 1686639438781357 0 100 0
1686639440583446 1686639441289775 1686639441290612 1686639441997632 0 100000 0
1686639442579477 1686639442679598 1686639442680481 1686639442784257 0 100 0
1686639444583795 1686639445284922 1686639445286449 1686639445993772 0 100000 0
1686639446582628 1686639446682832 1686639446686033 1686639446789682 0 100 0
1686639448585824 1686639449286633 1686639449290420 1686639451076728 0 100000 0
1686639450586099 1686639450686265 1686639450687735 1686639454427790 0 100 0
1686639452592273 1686639453304237 1686639453309643 1686639456644745 0 100000 0
1686639454586029 1686639454686288 1686639454689473 1686639456644932 0 100 0
1686639456590655 1686639457291574 1686639457294741 1686639458605875 0 100000 0
1686639458594833 1686639458695161 1686639458695496 1686639459884806 0 100 0
1686639460593793 1686639461295112 1686639461298268 1686639462617426 0 100000 0
1686639462593190 1686639462693358 1686639462697307 1686639463498623 0 100 0
1686639464605894 1686639465301705 1686639465305126 1686639466610132 0 100000 0
