1686635864564706 1686635864672407 1686635864672829 1686635864773020 0 100 0
1686635866569271 1686635867294287 1686635867294926 1686635867812868 0 100000 0
1686635868566331 1686635868673882 1686635868674339 1686635868774775 0 100 0
1686635870576508 1686635871287722 1686635871288333 1686635871797079 0 100000 0
1686635872566136 1686635872673285 1686635872673829 1686635872775711 0 100 0
1686635874579392 1686635875286662 1686635875286901 1686635875813636 0 100000 0
1686635876571391 1686635876678484 1686635876678886 1686635876784013 0 100 0
1686635878572649 1686635879276721 1686635879277408 1686635879781896 0 100000 0
1686635880572515 1686635880679201 1686635880679477 1686635880780209 0 100 0
1686635882578254 1686635883288428 1686635883289023 1686635884192020 0 100000 0
1686635884576954 1686635884683640 1686635884684030 1686635884784804 0 100 0
1686635886579524 1686635887290389 1686635887290979 1686635888205674 0 100000 0
1686635888584012 1686635888690554 1686635888690969 1686635888796537 0 100 0
1686635890578519 1686635891281281 1686635891281959 1686635892580647 0 100000 0
1686635892581262 1686635892687902 1686635892688305 1686635892978690 0 100 0
1686635894587147 1686635895322643 1686635895323224 1686635896230601 0 100000 0
1686635896602222 1686635896708766 1686635896709276 1686635896810478 0 100 0
1686635898615767 1686635899342649 1686635899343255 1686635900249051 0 100000 0
1686635900588711 1686635900694936 1686635900695183 1686635900804255 0 100 0
1686635902600456 1686635903309445 1686635903309986 1686635904615742 0 100000 0
1686635904589572 1686635904695904 1686635904696309 1686635905014026 0 100 0
1686635906588512 1686635907294434 1686635907295021 1686635908198310 0 100000 0
1686635908593503 1686635908699685 1686635908700106 1686635908801775 0 100 0
1686635910593151 1686635911296648 1686635911297210 1686635912608156 0 100000 0
1686635912595821 1686635912701651 1686635912702044 1686635913813776 0 100 0
1686635914598299 1686635915306693 1686635915307154 1686635915810397 0 100000 0
1686635916598811 1686635916704488 1686635916704773 1686635917803599 0 100 0
1686635918602002 1686635919335482 1686635919336490 1686635919839078 0 100000 0
1686635920639376 1686635920745090 1686635920745509 1686635920847931 0 100 0
1686635922607228 1686635923359499 1686635923360163 1686635923862421 0 100000 0
1686635924603298 1686635924709066 1686635924709474 1686635924811758 0 100 0
1686635926616492 1686635927353586 1686635927354172 1686635928711360 0 100000 0
